,Management,Business & Financial Operations,Computer & Mathematical,Architecture & Engineering,"Life, Physical, & Social Science",Community & Social Service,Legal,"Education, Training, & Library","Arts, Design, Entertainment, Sports, & Media",Healthcare Practitioners & Technical,Healthcare Support,Protective Service,Food Preparation & Serving Related,Building & Grounds Cleaning & Maintenance,Personal Care & Service,Sales & Related,Office & Administrative Support,"Farming, Fishing, & Forestry",Construction & Extraction,"Installation, Maintenance, & Repair",Production,Transportation & Material Moving,CoL Per Year,Leisure,Health
"Huntington, WV",32871.526156697015,19571.38115669701,23912.57615669701,29208.581156697008,16001.621156697009,7415.406156697009,19438.181156697014,9453.941156697012,8333.906156697009,17438.02115669701,-1089.06884330299,3885.0261566970075,-5401.458843302989,-3336.738843302992,-5530.81884330299,-3655.938843302989,2046.3561566970093,1471.0411566970106,9327.941156697012,9648.19615669701,6891.0261566970075,3120.1661566970106,22580.29884330299,425.0,2185
"Huntsville, AL",46396.718863644,23888.108863644004,33830.708863644,36667.588863644,17865.608863644004,7133.878863644008,23895.408863644,10325.438863644005,6242.0288636440055,15011.308863644,-3850.771136355994,4824.388863644002,-8204.951136355998,-5336.4711363559945,-7999.941136355999,-4183.601136355996,2109.458863644002,2092.0288636440055,7479.558863644001,7809.858863644004,1613.9488636440037,-383.8611363559976,24436.431136355997,432.33333328000003,2496
"Idaho Falls, ID",31483.011504730996,21262.434804730998,28493.096604731,35504.152104731,16414.750104731,9666.653604731,25370.991504731,9584.121404730999,7557.371404730999,24917.564904731,3361.998904731001,8094.585204731,-3976.457495269002,-15.377295269001479,-1741.3575952690007,1044.2076047309965,6123.243104730998,-173.4637952689991,7787.562804730998,9622.590204731001,6848.008904730999,6256.197904730998,19972.379195269,362.0,1839
"Indianapolis, IN",32321.215769961003,16063.157469961,24654.978169960996,24208.601269961,11493.962769961,1056.8184699609992,21377.809069960997,3202.7174699610005,3471.933769960997,15793.985469961,-4489.664630039002,2774.276669961,-11596.781430039002,-7192.9799300390005,-9904.772230039001,-7018.353730039002,-277.443330039001,-5484.0167300389985,6502.317569961,3841.2532699609947,1439.9968699609963,-1245.5167300389985,28479.574630039002,448.47,2268
"Iowa City, IA",34224.791056787,19388.914156786992,28931.471656786995,24527.79895678699,16260.28375678699,5291.299156786994,19047.403756786993,8390.899156786993,5330.284156786995,16783.133356787,800.5429567869978,5962.879156786996,-7140.848843213003,-2575.4030432130057,-4336.150343213005,-2861.7226432130046,4808.719156786996,2857.3466567869946,7697.076656786998,8354.306656786994,5179.046656786995,4842.236656786994,23952.565843213004,545.4285714800001,2237
"Irvine, CA",39276.451265761985,12377.308265761989,29073.352265761983,24983.97526576199,13613.908265761995,-4327.20273423801,31111.704265761982,-654.302734238001,1331.035265761995,18657.480265762002,-11181.762734238004,-5846.202734238002,-18674.542734238006,-14577.862734238002,-18846.742734238003,-13938.622734238004,-11554.942734238004,-19486.822734238005,-1388.602734238004,-4614.902734238007,-12961.982734238001,-13526.962734238,39871.102734238004,554.55882348,2121
"Irving, TX",54708.946685584015,28008.446685584007,38110.546685584006,37829.34668558401,21356.606685584004,7932.806685584008,35546.306685584,12097.226685584006,8133.266685584007,21950.186685584005,-4849.733314415993,4161.506685584005,-10172.853314415996,-7547.813314415995,-10607.573314415993,-3564.0533144159926,1948.266685584007,-7393.813314415995,2468.1266855840076,5164.586685584007,1767.8666855840056,328.1866855840053,28359.813314415995,424.00000004000003,2174
"Ithaca, NY",62199.53763095799,27647.797330957994,32231.691330958,27839.444130958003,18504.572730958,4761.095130957994,43186.467330957996,11975.990130957998,16495.888530957996,26133.69603095799,-7622.965769042006,2589.447630957995,-10576.402669042007,-4788.124369042005,-9398.626669042005,-6268.523369042003,-2063.262269042003,-3593.172469042005,11858.254530957991,5417.973630957993,-1321.0462690420027,-1001.2473690420047,30643.579169042005,881.225,2338
"Jackson, MS",25916.65245280901,17070.512452809002,21553.442452809002,27621.932452809,14660.05245280901,5448.8924528090065,19548.862452809,5332.842452809004,5858.082452809002,14111.822452809,-5317.8675471909955,325.3024528090027,-8818.807547190996,-7691.667547190998,-8263.537547190997,-6470.7375471909945,-93.01754719099699,3023.6324528090045,5730.2624528090055,4086.732452809003,948.6324528090045,-1732.267547190997,24930.767547190997,395.0,2383
"Jackson, TN",39083.835819456996,22700.955819457005,32153.075819457,30777.475819457002,21223.515819457003,8260.955819457002,32723.835819457003,12779.915819456997,9034.635819456998,20332.035819457,698.5758194570008,6705.675819456999,-5698.1041805429995,-2309.704180542998,-4547.424180542999,-894.1441805430004,5679.695819457,539.4758194569986,10403.675819457,9902.555819456997,5979.835819457003,4157.495819456999,22683.964180543,318.96000004,2208
"Jacksonville, FL",46485.645395055995,20928.105395055998,29955.045395055993,26874.045395055993,16418.925395055998,4109.7453950559975,24394.425395055998,8306.145395055999,6750.045395055993,20334.525395055996,-2313.5146049440045,3869.3653950559965,-8451.514604944005,-6432.794604944003,-7084.874604944005,-4685.994604944004,1135.2053950559966,-8179.594604944003,5353.925395055998,3491.9853950559955,-195.35460494400468,-1589.274604944003,27552.794604944003,388.60782603999996,2555
"Jersey City, NJ",48328.783838646974,11348.589038646976,22255.830338646985,16124.212538646978,13445.546438646983,-8104.0496613530195,17757.732338646972,-3318.13086135302,-6441.587861353022,11915.898638646977,-20117.036061353017,-13882.08276135302,-25121.26106135302,-20569.848561353017,-22743.34856135302,-19930.736061353018,-16608.618561353018,-23204.786061353017,-3772.5177613530177,-7418.483461353018,-15846.048561353022,-17934.048561353018,45670.32356135302,734.75,2737
"Joplin, MO",46505.06514062301,25888.615140623,36202.171140623,34208.575140623,18450.019140623008,11156.931140623,30907.453140623,11690.959140623003,11429.599140622999,21892.711140623003,951.7011406230049,10035.223140623006,-3968.780859376995,34.01514062300339,-2268.8728593769956,798.0651406230027,7358.157140623003,4206.141140623004,16642.279140623003,10473.457140623002,8199.851140623003,6305.007140623002,20580.466859376997,383.6,2267
"Kalamazoo, MI",51268.110963225,25383.503463225006,34298.40346322501,37006.503463225,19382.465963225008,10179.940963225006,30247.315963225006,10301.628463225006,9216.76596322501,24997.05346322501,1503.3159632250063,6925.353463225005,-5785.446536774991,-1959.7465367749937,-3613.8090367749937,-649.8965367749915,5983.940963225006,-598.8090367749937,12653.515963225003,10089.228463225005,6793.8034632250055,3717.665963225005,23110.809036774994,540.75,2214
"Kansas City, MO",39011.00284234401,18394.552842343997,28708.108842344,26714.512842343996,10955.956842344007,3662.868842344,23413.390842344,4196.896842344002,3935.5368423439977,14398.648842344002,-6542.361157655996,2541.160842344005,-11462.843157655996,-7460.047157655998,-9762.935157655997,-6695.997157655998,-135.90515765599775,-3287.9211576559974,9148.216842344002,2979.3948423440015,705.7888423440018,-1189.0551576559992,28074.529157655998,459.38461544,2267
"Katy, TX",56737.04286499601,30036.542864996,40138.642864996,39857.442864996,23384.702864995998,9960.902864996002,37574.402864995995,14125.322864996,10161.362864996001,23978.282864996,-2821.637135003999,6189.602864995999,-8144.757135004002,-5519.717135004001,-8579.477135004,-1535.9571350039987,3976.362864996001,-5365.717135004001,4496.222864996002,7192.682864996001,3795.9628649959996,2356.2828649959993,26331.717135004,528.23571432,2174
"Kennewick, WA",61170.860444588994,31208.000444588997,55588.660444589,44525.34044458899,27894.560444588995,12247.760444588992,38161.860444588994,14366.240444588995,14213.360444588998,34217.240444589,4224.460444588993,15689.900444588991,-2791.7795554110053,1779.8204445889933,-663.9395554110051,2839.3404445889937,5146.640444588993,240.7004445889943,17374.700444588994,14735.18044458899,6013.220444588991,6559.980444588993,26002.659555411006,532.7760000000001,1955
"Kenosha, WI",45167.51875664,19790.510256640006,28873.68015664,26284.227156639998,18388.18875664,6301.683756640003,22764.436056640003,10293.458256640002,5829.700356640002,22513.381056640002,1650.353856640002,6191.219556639997,-7283.416843359995,-3066.2844433599967,-4605.260343359998,-1410.4346433599967,5004.553056640001,2036.9367566400033,12558.691656640007,8869.617756640004,6072.764156640002,4273.069556640003,24018.587243359998,477.5,2384
"Key West, FL",34853.66691017899,9296.126910178988,18323.066910178983,15242.066910178983,4786.946910178987,-7522.233089821013,12762.446910178987,-3325.8330898210115,-4881.933089821017,8702.546910178986,-13945.493089821015,-7762.613089821014,-20083.493089821015,-18064.773089821014,-18716.853089821016,-16317.973089821015,-10496.773089821014,-19811.573089821013,-6278.053089821013,-8139.993089821015,-11827.333089821015,-13221.253089821013,39184.773089821014,909.0,2555
"Knoxville, TN",36590.00146077199,20207.121460772,29659.241460771995,28283.641460771996,18729.681460771997,5767.121460771996,30230.001460771997,10286.081460771991,6540.801460771992,17838.201460771994,-1795.2585392280052,4211.841460771993,-8191.9385392280055,-4803.538539228004,-7041.258539228005,-3387.9785392280064,3185.8614607719937,-1954.3585392280074,7909.841460771993,7408.721460771991,3486.001460771997,1663.661460771993,25177.798539228006,428.57142852,2208
"Lake Charles, LA",33610.788032989,15877.828032989004,18914.788032988996,30943.108032989003,17996.788032988996,6438.948032989003,19885.348032989,10024.248032989002,4246.328032989,15048.388032989002,-4556.011967011,3540.7480329889986,-8220.091967011002,-6577.891967011001,-7821.931967010998,-4624.891967011001,1121.5480329889979,3082.948032989003,7534.888032989002,6165.148032989,5776.648032989,2296.7080329890014,24422.011967011,290.0,2261
"Lansing, MI",51424.718145857,25540.110645857,34455.010645857,37163.110645857,19539.073145857,10336.548145857,30403.923145857,10458.235645857,9373.373145857004,25153.660645857002,1659.9231458569993,7081.960645856998,-5628.839354142998,-1803.1393541430007,-3457.2018541430007,-493.2893541429985,6140.548145856999,-442.2018541430007,12810.123145856996,10245.835645856998,6950.410645856999,3874.273145856998,22954.201854143,358.99999995999997,2214
"Las Cruces, NM",40671.219195080994,23276.409195080996,34142.72419508099,43882.09519508099,30811.55719508099,11048.97219508099,28239.168195080994,13538.027195080991,10440.049195080992,28412.415195080997,3072.4891950809943,11022.666195080994,-3766.6408049190068,-996.9178049190086,-3373.577804919005,422.43019508099314,6133.062195080995,-1595.2378049190047,8499.975195080991,9138.869195080992,7509.198195080993,5337.795195080995,20504.642804919007,346.25,2279
"Las Vegas, NV",45596.110572446,21775.930572446006,30891.010572446008,32656.150572446008,21366.430572446006,12732.610572446007,44376.31057244601,10798.990572446004,10574.350572446005,35946.190572446,3191.3905724460055,5254.990572446004,-5680.769427553994,520.5905724460063,-7093.169427553996,-3272.209427553993,3915.6305724460035,357.790572446007,10221.010572446008,11914.390572446006,1996.3505724460047,765.2305724460057,27090.289427553995,341.42790696,2213
"Lawrence, KS",41185.55399060201,21820.779990602005,28447.79799060201,30753.444990602005,20006.04999060201,5502.669990602004,20072.565990602005,7369.455990602004,4930.053990602002,18235.42299060201,-1140.6045093979956,7213.788990602006,-6648.444509397996,-2460.467009397995,-4861.044509397994,-1634.6220093979973,4106.963990602006,3048.585990602005,6469.320990602006,8663.625990602002,7112.559990602003,5029.546990602004,23214.167009397996,739.97,2244
"Lexington, KY",34770.759666818,18553.059666818008,25011.369666818005,27715.289666818004,16608.339666818,5148.799666818002,21639.499666818003,13259.099666818001,8117.249666818003,18380.779666818,-557.0803331819989,3353.049666818002,-7678.480333181997,-3776.6503331819986,-5117.100333181996,-3930.200333181998,2388.589666818003,-1146.3803331819981,7762.199666818,7934.479666818002,5599.029666818005,1952.839666818003,24003.750333181997,434.47727276,2269
"Lincoln, NE",39302.345690890994,22012.692490890993,32312.390890890994,28718.099290890998,18586.338490891,5929.820890891002,25021.337290890995,13410.871690891,9565.536490890998,21397.870090890996,1990.3690908909994,6720.408490890997,-3345.8879091089984,-673.609909109,-1603.9278091090018,538.8739908909993,5399.593690891001,5758.320890891002,6991.528090890999,10021.520890890995,7594.971690890998,7378.274490890999,21726.513109109,540.5,2440
"Lisle, IL",41673.895413382,19988.177913381995,31865.442913381994,29367.067413382,18169.963413381993,3162.5714133819965,33670.823413382,7551.4154133819975,4951.565913381994,19507.508913381993,-5486.268086618005,3177.911913381995,-11295.615586618005,-5605.860086618002,-9407.889086618008,-5597.555086618006,776.5324133819959,-4051.164086618006,20168.611413382,6281.8064133819935,-368.72708661800425,-2752.262086618004,29143.060586618005,659.45,2473
"Little Rock, AR",30796.385808795996,16877.849808795996,23921.015808796,23702.027808796003,14141.921808795996,7123.497808796001,14931.842808795998,8137.526808795996,4421.840808795998,13908.002808796002,-3113.136191204001,4878.933808795999,-6889.706191204004,-5240.581191204004,-6348.626191204003,-3830.256191204,1600.4338087959986,-278.68619120400035,6125.5938087959985,4414.019808795994,1881.8038087959976,1147.2538087959947,23511.216191204003,300.5,2213
"Logan, UT",39568.00251490201,23261.051014902,36374.256514901994,34006.706014901996,20442.782014901994,8141.162014901998,26980.757014901992,11394.809014901999,10523.322514902,24651.192514902,3258.3740149019977,11477.002014901995,-3064.222485098002,-227.23448509800073,-1526.1364850980026,1976.912514902,6376.9015149020015,2113.1145149019976,10425.435514901994,12890.873014901994,7282.146514901997,7375.993014902,20595.246985098,450.59999999999997,2138
"Long Beach, CA",41204.002118675984,14304.859118675988,31000.903118675982,26911.52611867599,15541.459118675994,-2399.651881324011,33039.25511867598,1273.2481186759978,3258.586118675994,20585.031118676,-9254.211881324005,-3918.6518813240036,-16746.991881324007,-12650.311881324003,-16919.191881324004,-12011.071881324006,-9627.391881324005,-17559.271881324006,538.9481186759949,-2687.351881324008,-11034.431881324002,-11599.411881324002,37943.551881324005,546.40909092,2121
"Longview, TX",59897.716993921014,33197.216993921,43299.316993921006,43018.11699392101,26545.376993921,13121.576993921004,40735.076993921,17285.996993921002,13322.036993921003,27138.956993921,339.03699392100316,9350.276993921001,-4984.0830060789995,-2359.0430060789986,-5418.803006078997,1624.7169939210034,7137.036993921003,-2205.0430060789986,7656.896993921004,10353.356993921003,6956.636993921002,5516.956993921001,23171.043006079,576.0,2174
"Los Angeles, CA",36530.67652995598,9631.533529955981,26327.577529955975,22238.200529955982,10868.133529955987,-7072.9774700440175,28365.929529955974,-3400.077470044009,-1414.7394700440127,15911.705529955994,-13927.537470044012,-8591.97747004401,-21420.317470044014,-17323.63747004401,-21592.51747004401,-16684.397470044012,-14300.717470044012,-22232.597470044013,-4134.377470044012,-7360.677470044015,-15707.75747004401,-16272.737470044009,42616.87747004401,561.38571432,2121
"Louisville, KY",33905.959712102,17688.259712102008,24146.569712102006,26850.489712102004,15743.539712102,4283.999712102002,20774.699712102003,12394.299712102002,7252.449712102003,17515.979712102002,-1421.8802878979986,2488.2497121020024,-8543.280287897996,-4641.450287897998,-5981.900287897995,-4795.000287897998,1523.7897121020033,-2011.180287897998,6897.399712102,7069.679712102003,4734.229712102006,1088.0397121020033,24868.550287897997,349.33333332,2269
"Lubbock, TX",61732.036314544006,35031.53631454399,45133.636314544,44852.436314544,28379.69631454399,14955.896314543996,42569.39631454399,19120.316314543994,15156.356314543995,28973.276314543993,2173.356314543995,11184.596314543993,-3149.763685456008,-524.7236854560069,-3584.4836854560053,3459.036314543995,8971.356314543995,-370.72368545600693,9491.216314543995,12187.676314543995,8790.956314543993,7351.276314543993,21336.723685456007,327.485,2174
"Macon, GA",45326.26020271199,20248.09270271199,31732.885202711994,27293.91270271199,15758.477702711985,3606.750202711988,28467.97520271199,7687.430202711992,7003.222702711995,17363.87270271199,-4309.387297288005,2570.002702711994,-11433.882297288008,-7600.209797288007,-9343.909797288012,-6762.904797288007,90.98770271199464,-6500.527297288008,4117.94770271199,3822.055202711992,-1550.7222972880118,-2472.744797288011,27475.92229728801,440.00000004000003,2392
"Madison, WI",40665.262401783,15288.253901783006,24371.423801783,21781.970801782998,13885.932401783,1799.427401783003,18262.179701783003,5791.2019017830025,1327.444001783002,18011.124701783003,-2851.9024982169976,1688.9632017829972,-11785.673198216995,-7568.540798216996,-9107.516698216998,-5912.690998216996,502.2967017830015,-2465.3195982169964,8056.435301783007,4367.361401783004,1570.507801783002,-229.18679821699698,28520.843598216998,615.0,2384
"Manchester, NH",44076.354102685014,18769.724102685002,29877.774102684998,28134.164102685005,18544.154102685003,2488.5341026850037,24319.184102685,5785.214102685,1745.3941026850043,22343.804102685004,-1831.3158973149984,5124.564102685006,-11309.085897314995,-6075.105897314996,-8678.815897314998,-6339.875897314996,602.2441026850029,-1745.8258973149932,3539.7341026850045,5935.594102684998,823.8541026849998,-2719.415897314997,30050.485897314997,314.0,2668
"Mansfield, OH",50501.29904293001,28136.245042930004,38800.74274293,36754.14894293,26081.452942930006,12695.119642930003,30290.90734293,19019.735442930007,10428.905742930005,25866.806542930008,2390.9876429300057,10768.791642929998,-2786.209657069998,1254.1365429300022,-635.230057069999,2635.8740429300015,9485.04054293,4543.096942930002,15623.403342930007,13500.043642930006,11050.442842930002,6598.2720429300025,20028.022157069998,290.0,2332
"Marietta, GA",43055.28808027399,17977.120580273993,29461.913080273996,25022.940580273993,13487.505580273988,1335.7780802739908,26197.003080273993,5416.458080273995,4732.250580273998,15092.900580273992,-6580.359419726003,299.03058027399675,-13704.854419726005,-9871.181919726005,-11614.881919726009,-9033.876919726004,-2179.9844197260027,-8771.499419726006,1846.9755802739928,1551.0830802739947,-3821.694419726009,-4743.716919726008,29746.894419726006,395.79999999999995,2392
"Marlborough, MA",46950.33959685101,20507.350096850998,31761.363596851,27068.730596850997,20041.929096851003,-3056.958903148996,35710.440596851004,9888.748096850999,6579.0065968510025,23659.519596851,-7408.550403148998,4770.576096851008,-14047.038903148998,-6632.138403148998,-11094.848403148997,-10173.273903148998,-5045.575903148998,-10488.483903148997,7434.7100968509985,3442.1565968509967,-3713.1279031489976,-6512.690403148998,35678.739903149,185.0,2660
"McAllen, TX",63167.901825866014,36467.40182586601,46569.501825866006,46288.30182586601,29815.561825866003,16391.761825866008,44005.261825866,20556.181825866006,16592.221825866007,30409.141825866005,3609.221825866007,12620.461825866005,-1713.8981741339958,911.1418258660051,-2148.6181741339933,4894.901825866007,10407.221825866007,1065.141825866005,10927.081825866007,13623.541825866007,10226.821825866005,8787.141825866005,19900.858174133995,241.04999999999998,2174
"Medford, OR",38879.07135229599,21386.981352295996,32613.901352296,32141.321352295992,16858.511352295995,7616.651352295994,28286.981352295996,10427.711352295992,8937.311352295997,31421.301352295995,3997.9713522959973,8681.321352295992,-5185.778647704003,-2048.688647704006,-3592.348647704006,-1292.6586477040037,4818.781352295995,299.98135229599575,9483.791352295993,7290.281352295999,4119.631352295997,2876.171352295998,24551.838647704004,528.75,2000
"Melbourne, FL",46053.49017602,20495.95017602,29522.890176019995,26441.890176019995,15986.77017602,3677.5901760199995,23962.27017602,7873.990176020001,6317.890176019995,19902.37017602,-2745.6698239800025,3437.2101760199985,-8883.669823980003,-6864.949823980001,-7517.029823980003,-5118.149823980002,703.0501760199986,-8611.74982398,4921.77017602,3059.8301760199975,-627.5098239800027,-2021.429823980001,27984.94982398,408.0,2555
"Memphis, TN",36667.572861320004,20284.69286132001,29736.812861320006,28361.212861320008,18807.25286132001,5844.692861320007,30307.572861320008,10363.652861320003,6618.372861320004,17915.772861320005,-1717.687138679994,4289.412861320005,-8114.367138679994,-4725.967138679993,-6963.687138679994,-3310.407138679995,3263.432861320005,-1876.7871386799961,7987.412861320005,7486.292861320002,3563.572861320008,1741.2328613200043,25100.227138679995,446.76470584,2208
"Mesa, AZ",37996.218651874,21308.104251874,34996.485051874006,32886.949051874,16990.931451874,4688.776251873998,32909.814651874,5971.091451873999,7660.194651874001,26786.997051874,312.9634518740022,6784.667451874004,-6354.423748125999,-4173.649348126,-4970.372548126001,-2527.4285481260013,4196.246651874,-6616.593348126,5725.525851874001,6945.889851873999,3290.598651874003,1793.3170518740008,25364.273348126,300.28571432,2262
"Miami, FL",35573.250316442005,10015.710316442004,19042.650316442,15961.650316442,5506.530316442004,-6802.6496835579965,13482.030316442004,-2606.249683557995,-4162.349683558001,9422.130316442002,-13225.909683557999,-7043.0296835579975,-19363.909683558,-17345.189683557997,-17997.269683558,-15598.389683557998,-9777.189683557997,-19091.989683557997,-5558.469683557996,-7420.4096835579985,-11107.749683557999,-12501.669683557997,38465.189683558,524.4970731999999,2555
"Milwaukee, WI",41719.040643992004,16342.032143992004,25425.202043991998,22835.749043991997,14939.710643991999,2853.2056439920016,19315.957943992,6844.980143992001,2381.2222439920006,19064.902943992,-1798.124256007999,2742.7414439919958,-10731.894956007996,-6514.762556007998,-8053.738456007999,-4858.912756007998,1556.074943992,-1411.5413560079978,9110.213543992006,5421.139643992003,2624.2860439920005,824.5914439920016,27467.065356008,350.31578948000003,2384
"Minneapolis, MN",39119.789561768994,14992.498561769004,25539.338061768998,22137.873061769,14080.081561769002,-79.40993823100143,23225.536561769004,2606.0475617690026,2285.3535617689995,18860.692561769,-6098.200938230999,-2765.576938230999,-13702.709938231,-9054.494938230997,-11951.356438231,-8988.115938230996,-5378.665438230997,-6631.661438230996,7583.899561769002,1737.6195617690028,-2517.782438230999,-3092.5274382310017,33062.645938231,740.34782604,2362
"Mobile, AL",46804.56138996399,24295.951389963997,34238.55138996399,37075.431389964,18273.451389963997,7541.721389964001,24303.251389963993,10733.281389963999,6649.871389963999,15419.151389963994,-3442.9286100360005,5232.231389963996,-7797.108610036004,-4928.628610036001,-7592.098610036006,-3775.758610036002,2517.3013899639955,2499.871389963999,7887.401389963994,8217.701389963997,2021.791389963997,23.981389963995753,24028.588610036004,411.5,2496
"Monterey, CA",41559.98731973398,14660.84431973398,31356.888319733975,27267.51131973398,15897.444319733986,-2043.6666802660184,33395.24031973397,1629.2333197339904,3614.5713197339865,20941.016319733993,-8898.226680266012,-3562.666680266011,-16391.006680266015,-12294.326680266011,-16563.206680266012,-11655.086680266013,-9271.406680266013,-17203.286680266014,894.9333197339874,-2331.3666802660155,-10678.44668026601,-11243.42668026601,37587.56668026601,612.50000004,2121
"Morgantown, WV",30903.819386714003,17603.674386714,21944.869386714,27240.874386713997,14033.914386713997,5447.699386713997,17470.474386714002,7486.234386714001,6366.199386713997,15470.314386713999,-3056.7756132860013,1917.3193867139962,-7369.165613286001,-5304.445613286003,-7498.525613286001,-5623.645613286,78.64938671399796,-496.66561328600073,7360.234386714001,7680.489386713998,4923.319386713996,1152.4593867139993,24548.005613286,296.25,2185
"Mountain View, CA",24545.56399584998,-2353.579004150015,14342.46499584998,10253.087995849986,-1116.9790041500091,-19058.090004150014,16380.816995849978,-15385.190004150005,-13399.852004150009,3926.5929958499983,-25912.650004150008,-20577.090004150006,-33405.43000415001,-29308.750004150006,-33577.63000415001,-28669.510004150008,-26285.830004150008,-34217.71000415001,-16119.490004150008,-19345.79000415001,-27692.870004150005,-28257.850004150005,54601.99000415001,698.5,2121
"Myrtle Beach, SC",34668.46094324001,14542.790943239997,22876.06094324,26827.920943240002,15134.220943240005,1388.6209432399992,13081.610943239997,6486.420943240002,3719.1409432400033,15178.240943239995,-5754.619056759999,1969.540943240001,-11087.659056759998,-8604.19905676,-10387.819056759996,-7321.159056759996,-696.9790567599994,-221.5090567599982,3519.880943240001,2790.870943239999,2019.7609432399986,-3096.1990567600005,26936.11905676,361.976,2342
"Naperville, IL",34257.710278688995,12571.99277868899,24449.25777868899,21950.882278688994,10753.778278688987,-4253.613721311009,26254.638278688995,135.23027868899226,-2464.6192213110116,12091.323778688988,-12902.45322131101,-4238.27322131101,-18711.80072131101,-13022.045221311007,-16824.074221311013,-13013.74022131101,-6639.652721311009,-11467.349221311011,12752.426278688996,-1134.3787213110118,-7784.9122213110095,-10168.44722131101,36559.24572131101,363.99999995999997,2473
"Naples, FL",35079.742134009015,9522.202134009014,18549.14213400901,15468.14213400901,5013.022134009014,-7296.1578659909865,12988.522134009014,-3099.757865990985,-4655.857865990991,8928.622134009012,-13719.417865990989,-7536.5378659909875,-19857.41786599099,-17838.697865990987,-18490.77786599099,-16091.897865990988,-10270.697865990987,-19585.497865990987,-6051.977865990986,-7913.9178659909885,-11601.257865990989,-12995.177865990987,38958.69786599099,480.0,2555
"Nashville, TN",27692.996620838,11310.11662083801,20762.236620838004,19386.636620838006,9832.676620838007,-3129.8833791619945,21332.996620838006,1389.076620838001,-2356.203379161998,8941.196620838004,-10692.263379161996,-4685.163379161997,-17088.943379161996,-13700.543379161994,-15938.263379161996,-12284.983379161997,-5711.143379161997,-10851.363379161998,-987.163379161997,-1488.2833791619996,-5411.0033791619935,-7233.343379161997,34074.803379162,488.13043483999996,2208
"New Haven, CT",46254.357627059,15907.582627059004,24255.48762705901,21362.167627058996,16154.082627059004,-97.51737294099439,20521.10262705901,5048.5326270590085,-1111.7923729409958,17630.18262705901,-11389.162372940995,-784.0923729409915,-19765.522372940995,-13686.602372940997,-17520.372372940998,-13925.642372940994,-9233.372372940994,-15769.902372940996,1229.9576270590042,-925.4673729409988,-10217.412372940995,-10040.412372940995,39805.042372940996,503.0,2483
"New Orleans, LA",26986.128809911002,9253.168809911003,12290.128809910995,24318.448809911002,11372.128809910995,-185.71119008899768,13260.688809911,3399.5888099110016,-2378.3311900890003,8423.728809911001,-11180.671190089,-3083.911190089002,-14844.751190089002,-13202.551190089001,-14446.591190088999,-11249.551190089001,-5503.111190089003,-3541.7111900889977,910.228809911001,-459.5111900890006,-848.0111900890006,-4327.951190088999,31046.671190089,617.4285714800001,2261
"New York, NY",36544.62921638999,1992.8889163900021,6576.78291639001,2184.5357163900117,-7150.335683609992,-20893.813283609998,17531.55891639,-13678.918283609994,-9159.019883609995,478.78761639000004,-33277.874183609994,-23065.460783609997,-36231.311083609995,-30443.032783609997,-35053.53508361,-31923.431783609994,-27718.170683609995,-29248.080883609997,-13796.65388361,-20236.93478361,-26975.954683609994,-26656.155783609996,56298.48758361,1078.3098691999996,2338
"Newark, NJ",61805.847222722994,24825.652422722997,35732.893722723005,29601.275922722998,26922.609822723003,5373.013722723001,31234.795722722993,10158.932522723,7035.475522722998,25392.962022722997,-6639.972677276997,-405.0193772769999,-11644.197677277,-7092.785177276997,-9266.285177277001,-6453.672677276998,-3131.5551772769977,-9727.722677276997,9704.545622723002,6058.579922723002,-2368.9851772770016,-4456.985177276998,32193.260177277,468.392,2737
"Newport, RI",53338.29605976,20127.90355976,26944.446059760005,26453.533559760006,18914.883559760005,314.2785597600014,21145.34605976,10075.92605976,5607.5610597600025,21974.53605976001,-7107.49644024,-45.09144023999397,-13581.266440239997,-9335.066440239996,-12143.118940239998,-8329.12144024,-4994.596440239999,-8372.931440239998,4713.591059760001,2376.201059760002,-3735.811440239995,-7913.768940239996,34096.14144024,726.0,2603
"Norwalk, CT",46265.835692163004,15919.06069216301,24266.965692163016,21373.645692163,16165.56069216301,-86.03930783698888,20532.580692163014,5060.010692163014,-1100.3143078369903,17641.660692163015,-11377.68430783699,-772.614307836986,-19754.04430783699,-13675.124307836992,-17508.894307836992,-13914.164307836989,-9221.894307836988,-15758.424307836991,1241.4356921630097,-913.9893078369932,-10205.93430783699,-10028.93430783699,39793.56430783699,565.55,2483
"Oakland, CA",33100.75449011097,6201.611490110976,22897.65549011097,18808.278490110977,7438.211490110982,-10502.899509889023,24936.00749011097,-6829.999509889014,-4844.661509889018,12481.783490110989,-17357.459509889017,-12021.899509889015,-24850.23950988902,-20753.559509889015,-25022.439509889016,-20114.319509889017,-17730.639509889017,-25662.519509889018,-7564.299509889017,-10790.59950988902,-19137.679509889014,-19702.659509889014,46046.79950988902,894.56521736,2121
"Ocala, FL",47871.06599760901,22313.525997609006,31340.465997609,28259.465997609,17804.345997609005,5495.165997609005,25779.845997609005,9691.565997609006,8135.465997609001,21719.945997609004,-928.094002390997,5254.785997609004,-7066.094002390997,-5047.374002390996,-5699.454002390998,-3300.5740023909966,2520.625997609004,-6794.174002390995,6739.345997609005,4877.405997609003,1190.0659976090028,-203.85400239099545,26167.374002390996,339.75000004000003,2555
