,Management,Business & Financial Operations,Computer & Mathematical,Architecture & Engineering,"Life, Physical, & Social Science",Community & Social Service,Legal,"Education, Training, & Library","Arts, Design, Entertainment, Sports, & Media",Healthcare Practitioners & Technical,Healthcare Support,Protective Service,Food Preparation & Serving Related,Building & Grounds Cleaning & Maintenance,Personal Care & Service,Sales & Related,Office & Administrative Support,"Farming, Fishing, & Forestry",Construction & Extraction,"Installation, Maintenance, & Repair",Production,Transportation & Material Moving,CoL Per Year,Leisure,Health,quality_of_life_index
"Santa Rosa, CA",42490.292611982986,15591.14961198299,32287.193611982984,28197.816611982988,16827.749611982996,-1113.3613880170087,34325.54561198298,2559.538611983,4544.876611982996,21871.321611983003,-7967.921388017003,-2632.361388017001,-15460.701388017005,-11364.021388017,-15632.901388017002,-10724.781388017005,-8341.101388017003,-16272.981388017004,1825.238611982997,-1401.0613880170056,-9748.141388017,-10313.121388017,36657.261388017,763.3333333200002,2121,0.0
"Sarasota, FL",40932.559481303,15375.019481302996,24401.959481302987,21320.95948130299,10865.839481302995,-1443.3405186970047,18841.339481302995,2753.059481302997,1196.9594813029908,14781.439481302994,-7866.600518697007,-1683.720518697006,-14004.600518697007,-11985.880518697008,-12637.960518697008,-10239.080518697006,-4417.880518697007,-13732.680518697005,-199.1605186970046,-2061.100518697007,-5748.440518697007,-7142.360518697004,33105.880518697006,493.33333332000007,2555,0.0
"Savannah, GA",45681.58195085,20603.41445085,32088.206950850006,27649.23445085,16113.799450849996,3962.071950849997,28823.29695085,8042.751950850001,7358.544450850004,17719.19445085,-3954.065549149997,2925.324450850003,-11078.56054915,-7244.888049149999,-8988.588049150003,-6407.583049149997,446.3094508500035,-6145.20554915,4473.269450849999,4177.376950850001,-1195.4005491500031,-2117.423049150002,27120.60054915,470.75,2392,0.0
"Schaumburg, IL",40957.166474741,19271.448974741,31148.713974741,28650.338474741002,17453.234474740995,2445.842474740999,32954.094474741,6834.686474741,4234.836974740996,18790.779974740995,-6202.997025259003,2461.182974740997,-12012.344525259005,-6322.589025259001,-10124.618025259006,-6314.284025259003,59.803474740998354,-4767.8930252590035,19451.882474741004,5565.077474740996,-1085.4560252590018,-3468.9910252590016,29859.789525259,407.5,2473,0.0
"Scottsdale, AZ",34217.243683341985,17529.129283341998,31217.510083342,29107.974083342004,13211.956483341997,909.8012833419963,29130.839683342,2192.116483341997,3881.219683341999,23008.022083342003,-3466.011516658,3005.692483342001,-10133.398716658001,-7952.624316658002,-8749.347516658003,-6306.403516658003,417.2716833419981,-10395.568316658002,1946.550883341999,3166.914883341997,-488.37631665799927,-1985.657916658001,29143.248316658,473.25000004,2262,0.0
"Seattle, WA",46601.443282698005,16638.58328269801,41019.243282698015,29955.923282698008,13325.143282698007,-2321.656717301994,23592.44328269801,-203.1767173019907,-356.05671730198816,19647.82328269801,-10344.956717301991,1120.4832826980057,-17361.19671730199,-12789.596717301993,-15233.356717301993,-11730.076717301992,-9422.776717301993,-14328.716717301992,2805.2832826980084,165.7632826980043,-8556.196717301995,-8009.436717301994,40572.076717301985,693.0948386800002,1955,188.1004286912088
"Seward, AK",42765.697197592,25990.377197591995,28654.077197592003,41569.457197592004,24257.217197592003,6227.517197591995,36127.857197591984,15567.237197591998,5200.257197592,31108.817197592,-1090.4428024080044,11065.857197592,-10582.622802408001,-4245.742802408,-5331.662802408002,-6237.182802408001,241.79719759200088,-126.46280240800115,18825.297197592,15454.917197591996,-886.782802408001,3611.3971975920003,32969.822802407994,1080.0,2299,0.0
"Sheridan, WY",52124.11774078399,29765.457740784,30295.077740783992,39771.297740783986,25930.197740783995,19293.957740784,32004.057740784,19478.817740783998,15603.837740783994,32429.157740783994,8967.757740783993,15522.657740783994,992.3177407839939,6623.437740783993,4215.757740783993,5582.397740783997,12815.117740783991,8135.277740783993,20257.257740783996,23995.797740783994,21612.897740783992,14479.797740783994,18153.84225921601,463.75,2172,0.0
"Shreveport, LA",34701.56047201,16968.600472010006,20005.560472009995,32033.88047201,19087.560472009995,7529.720472010003,20976.12047201,11115.02047201,5337.100472009999,16139.16047201,-3465.239527990001,4631.520472009997,-7129.319527990003,-5487.119527990002,-6731.159527989998,-3534.1195279900016,2212.3204720099966,4173.720472010002,8625.66047201,7255.920472009999,6867.420472009999,3387.48047201,23331.23952799,492.0,2261,0.0
"Silver Spring, MD",53119.226687708,24558.599187707998,38041.776687708014,34750.739187708,27670.626687708,3489.7016877080023,18530.124187708003,10776.611687707998,7626.8616877079985,23021.814187708,-5784.803312291994,1944.8591877080034,-13697.715812291997,-9424.493312291996,-11677.238312291996,-8928.323312291996,-132.96081229199626,-3532.890812291993,1862.0866877080045,5072.634187707998,-2042.7158122919973,-2770.320812291997,32205.023312292004,645.00000004,2479,0.0
"Sioux City, IA",34092.37591791902,19256.499017918995,28799.056517918998,24395.383817918995,16127.868617918994,5158.884017918997,18914.988617919,8258.484017918996,5197.869017918998,16650.718217919002,668.1278179190012,5830.464017918999,-7273.263982081,-2707.8181820810023,-4468.565482081001,-2994.1377820810008,4676.304017918999,2724.931517918998,7564.661517919001,8221.891517918997,5046.631517918999,4709.821517918997,24084.980982081,510.5,2237,0.0
"Somerset, NJ",62085.51811035999,25105.32331035999,36012.56461036,29880.946810359994,27202.28071036,5652.684610359996,31514.466610359985,10438.603410359996,7315.146410359994,25672.632910359996,-6360.301789640002,-125.34848964000412,-11364.526789640006,-6813.114289640002,-8986.614289640005,-6174.001789640002,-2851.884289640002,-9448.051789640003,9984.216510359998,6338.250810359998,-2089.314289640006,-4177.314289640002,31913.589289640004,418.69,2737,0.0
"Spartanburg, SC",37629.610975834,17503.940975833993,25837.210975833994,29789.070975833994,18095.370975833997,4349.7709758339915,16042.760975833991,9447.570975833994,6680.2909758339965,18139.390975833987,-2793.4690241660064,4930.6909758339925,-8126.509024166005,-5643.049024166008,-7426.6690241660035,-4360.009024166004,2264.170975833993,2739.640975833994,6481.0309758339945,5752.0209758339915,4980.910975833991,-135.04902416600814,23974.969024166006,293.45999996,2342,0.0
"Spokane, WA",61605.651394283006,31642.79139428301,56023.45139428301,44960.131394282995,28329.351394283003,12682.551394283,38596.651394283006,14801.031394283003,14648.151394283006,34652.031394282996,4659.251394283001,16124.691394283,-2356.988605716997,2214.6113942830016,-229.14860571699685,3274.1313942830016,5581.431394283,675.4913942830026,17809.491394283003,15169.971394283,6448.011394282999,6994.7713942830005,25567.868605717,499.99333332,1955,0.0
"Springfield, IL",48777.479233597995,27091.761733598,38969.026733597995,36470.651233598015,25273.547233597998,10266.155233598001,40774.407233597994,14654.999233598002,12055.149733597998,26611.092733597998,1617.3157335979995,10281.495733598,-4192.031766402,1497.7237335980026,-2304.3052664020033,1506.0287335979992,7880.116233598001,3052.4197335979993,27272.19523359801,13385.390233597998,6734.856733598001,4351.321733598001,22039.476766402004,282.21428568,2473,0.0
"Springfield, MA",53389.668581152015,26946.679081152,38200.692581152005,33508.059581152,26481.258081152002,3382.370081152003,42149.769581152,16328.077081151998,13018.335581152,30098.848581152,-969.2214188479993,11209.905081152006,-7607.709918848,-192.80941884799904,-4655.519418847998,-3733.944918848,1393.753081152001,-4049.1549188479994,13874.039081151997,9881.485581151996,2726.201081152001,-73.36141884799872,29239.410918848,385.25,2660,0.0
"Springfield, MO",45547.182519089016,24930.732519089,35244.288519089,33250.692519088996,17492.136519089006,10199.048519089,29949.570519089,10733.076519089002,10471.716519088997,20934.828519089,-6.181480910996469,9077.340519089004,-4926.663480910996,-923.8674809109979,-3226.7554809109965,-159.81748091099868,6400.274519089002,3248.258519089002,15684.396519089,9515.574519089001,7241.968519089001,5347.124519089,21538.349480911,335.35500004,2267,0.0
"Stamford, CT",44165.456986042,13818.681986042,22166.586986042006,19273.266986041992,14065.181986042,-2186.4180139579985,18432.201986042004,2959.6319860420044,-3200.693013958,15541.281986042008,-13478.063013958,-2872.993013957996,-21854.423013958,-15775.503013958001,-19609.273013958,-16014.543013957998,-11322.273013957998,-17858.803013958,-858.9430139579998,-3014.368013958003,-12306.313013958,-12129.313013958,41893.943013958,671.66666672,2483,0.0
"State College, PA",52122.04839708201,22262.68189708199,31943.637897082,27974.595797082,21121.497997082,2499.145097082001,29469.449297082003,12658.154497082,4749.2929970820005,19487.274697082,-2765.5919029180004,4084.0125970819972,-10742.217502918,-5710.115002918003,-8339.547802918001,-5360.203402918003,1576.8789970819998,-3071.339902918,7162.038997082,5505.336697081994,3245.7534970819984,-170.98040291800137,28626.776902917998,569.99999996,2321,0.0
"Stockton, CA",53115.95220237499,26216.80920237499,42912.85320237499,38823.476202374986,27453.409202375,9512.298202374994,44951.20520237498,13185.198202375002,15170.536202375,32496.98120237501,2657.738202375,7993.298202375001,-4835.041797625003,-738.361797624999,-5007.241797625,-99.12179762500091,2284.5582023749994,-5647.321797625003,12450.898202375,9224.598202374997,877.5182023750021,312.53820237500264,26031.601797625,270.0,2121,0.0
"Sunnyvale, CA",29951.223979065988,3052.0809790659914,19748.124979065982,15658.74797906599,4288.680979065996,-13652.430020934009,21786.476979065985,-9979.530020933998,-7994.192020934001,9332.252979066003,-20506.990020933998,-15171.430020934,-27999.770020934004,-23903.090020934,-28171.970020934,-23263.850020933998,-20880.170020933998,-28812.050020934003,-10713.830020934,-13940.130020934004,-22287.210020934,-22852.190020934,49196.330020934,648.12499996,2121,0.0
"Syracuse, NY",64351.53603267398,29799.795732674,34383.689732674,29991.44253267401,20656.571132674,6913.093532673996,45338.465732674005,14127.988532673999,18647.886932674,28285.694432673994,-5470.967367326004,4741.446032673997,-8424.404267326005,-2636.1259673260033,-7246.628267326003,-4116.524967326001,88.73613267399924,-1441.1740673260028,14010.252932673991,7569.972032673995,830.9521326739996,1150.7510326739975,28491.580767326002,399.725,2338,0.0
"Tacoma, WA",57191.09475117,27228.23475117,51608.89475117,40545.57475117,23914.79475117,8267.994751169994,34182.09475117,10386.474751169997,10233.59475117,30237.47475117,244.69475116999453,11710.134751169993,-6771.5452488300025,-2199.945248830005,-4643.705248830003,-1140.4252488300044,1166.8747511699949,-3739.0652488300043,13394.934751169994,10755.414751169992,2033.454751169993,2580.214751169995,29982.425248830004,397.30769228,1955,0.0
"Tallahassee, FL",49813.425892176994,24255.885892177,33282.82589217699,30201.825892176992,19746.705892177,7437.5258921769955,27722.205892177,11633.925892176998,10077.825892176992,23662.305892176995,1014.2658921769943,7197.1458921769945,-5123.734107823006,-3105.014107823005,-3757.094107823006,-1358.2141078230052,4462.985892176996,-4851.814107823004,8681.705892176997,6819.7658921769935,3132.4258921769947,1738.5058921769958,24225.014107823004,347.72333332,2555,0.0
"Tampa, FL",42446.319113334015,16888.779113334007,25915.719113334,22834.719113334,12379.599113334009,70.41911333400641,20355.09911333401,4266.819113334008,2710.719113334002,16295.199113334003,-6352.840886665996,-169.96088666599462,-12490.840886665996,-10472.120886665994,-11124.200886665996,-8725.320886665995,-2904.1208866659945,-12218.920886665994,1314.599113334007,-547.3408866659956,-4234.680886665996,-5628.600886665994,31592.120886665994,398.46206892,2555,180.18724412681672
"Teaneck, NJ",63655.14316706999,26674.948367069992,37582.18966707,31450.571867069993,28771.90576707,7222.309667069996,33084.09166706999,12008.228467069996,8884.771467069993,27242.25796706999,-4790.676732930002,1444.2765670699955,-9794.901732930004,-5243.489232930002,-7416.989232930005,-4604.376732930003,-1282.2592329300026,-7878.426732930003,11553.841567069998,7907.875867069997,-519.6892329300064,-2607.6892329300026,30343.964232930004,422.5,2737,0.0
"Tempe, AZ",36621.619101152,19933.504701152004,33621.885501152006,31512.349501152003,15616.331901152005,3314.1767011520024,31535.215101152007,4596.491901152003,6285.595101152005,25412.397501152,-1061.6360988479937,5410.067901152008,-7729.023298847996,-5548.248898847995,-6344.972098847997,-3902.0280988479967,2821.6471011520043,-7991.192898847996,4350.926301152005,5571.290301152003,1915.9991011520071,418.7175011520048,26738.872898848,344.0,2262,0.0
"Texarkana, TX",66913.08250762803,40212.582507628,50314.682507628,50033.482507627996,33560.742507628,20136.942507628002,47750.442507627995,24301.362507627997,20337.402507628,34154.322507628,7354.402507628003,16365.642507628001,2031.2825076280005,4656.322507628001,1596.562507628003,8640.082507628003,14152.402507628003,4810.322507628001,14672.262507628004,17368.722507628,13972.002507628004,12532.322507628,16155.677492372,226.19,2174,0.0
"Toledo, OH",48493.410854715,26128.356854715,36792.854554715,34746.260754715,24073.564754715,10687.231454714998,28283.019154714995,17011.847254715,8421.017554715,23858.918354715,383.0994547150003,8760.903454714993,-4794.097845285003,-753.7516452850032,-2643.1182452850044,627.9858547149961,7477.152354714995,2535.2087547149968,13615.515154715002,11492.155454715,9042.554654714997,4590.383854714997,22035.910345285003,315.05714284,2332,0.0
"Topeka, KS",42582.377661054015,23217.603661054003,29844.62166105401,32150.268661054004,21402.873661054007,6899.493661054003,21469.389661054003,8766.279661054003,6326.877661054002,19632.24666105401,256.21916105400305,8610.612661054005,-5251.620838945997,-1063.6433389459962,-3464.220838945996,-237.7983389459987,5503.787661054004,4445.409661054004,7866.144661054004,10060.449661054,8509.383661054002,6426.370661054003,21817.343338946,480.5,2244,0.0
"Trenton, NJ",70376.773743521,33396.578943521,44303.82024352102,38172.202443521004,35493.536343521,13943.940243521003,39805.722243521,18729.859043521003,15606.402043521,33963.888543521,1930.9538435210047,8165.9071435210035,-3073.271156478997,1478.1413435210052,-695.3586564789986,2117.2538435210045,5439.371343521006,-1156.7961564789948,18275.472143521005,14629.506443521004,6201.941343521001,4113.941343521005,23622.333656479,299.94,2737,0.0
"Tucson, AZ",37763.287613884,21075.173213883998,34763.554013884015,32654.018013884,16758.000413883998,4455.845213884,32676.883613884005,5738.160413884001,7427.263613884003,26554.066013884003,80.0324138840042,6551.736413884007,-6587.354786115998,-4406.5803861159975,-5203.303586115999,-2760.3595861159997,3963.3156138840013,-6849.524386115999,5492.594813884003,6712.958813884002,3057.6676138840053,1560.3860138840028,25597.204386116002,408.49499996,2262,173.555516407097
"Tulsa, OK",36149.701135891,20484.631135891002,25283.651135890992,31644.141135891005,17893.861135891002,4902.781135890997,23293.671135891,8299.971135890999,7138.801135890997,17669.021135890995,-1536.3588641090028,7437.601135891,-7206.0888641090005,-4456.2988641090005,-6471.538864109003,-2731.5588641090035,3065.9911358909962,196.68113589099806,5586.061135890996,7658.531135890998,5380.031135890999,3458.5811358909996,23513.928864109,425.48333332,2165,0.0
"Vancouver, WA",57870.021574564,27907.161574563997,52287.821574564005,41224.501574564,24593.721574564,8946.921574563996,34861.021574564,11065.401574563999,10912.521574564002,30916.401574564,923.6215745639964,12389.061574563997,-6092.618425436001,-1521.0184254360029,-3964.778425436001,-461.4984254360023,1845.8015745639968,-3060.1384254360023,14073.861574563998,11434.341574563994,2712.381574563995,3259.141574563997,29303.498425436002,411.99999996,1955,0.0
"Ventura, CA",44431.13508645099,17531.99208645099,34228.036086450986,30138.659086450996,18768.592086451,827.4810864509927,36266.388086450985,4500.3810864510015,6485.7190864509985,23812.164086451005,-6027.078913549001,-691.518913549,-13519.858913549004,-9423.178913549,-13692.058913548999,-8783.938913549002,-6400.258913549002,-14332.138913549004,3766.081086450999,539.7810864509956,-7807.298913548999,-8372.278913548998,34716.418913549,645.25,2121,0.0
"Victorville, CA",53392.086425665984,26492.943425665995,43188.98742566599,39099.610425666004,27729.543425666,9788.432425665997,45227.33942566599,13461.332425666003,15446.670425666001,32773.11542566601,2933.872425666002,8269.432425666004,-4558.907574334,-462.22757433399596,-4731.107574333997,177.01242566600197,2560.6924256660027,-5371.187574333999,12727.032425666,9500.732425666,1153.652425666005,588.6724256660054,25755.467574333998,481.25,2121,0.0
"Virginia Beach, VA",59808.80374037299,27850.368740372996,41142.67624037299,29883.00624037299,27783.176240373,4779.4987403729965,36654.403740372996,8102.276240372995,9439.623740372996,17488.996240372995,-5056.368759627003,1843.981240372992,-11952.208759627007,-8491.951259627007,-10446.211259627002,-7552.6562596270005,358.14874037299165,-3042.888759627007,1152.548740372993,5530.176240372995,-589.3712596270052,-2002.4262596270053,29238.691259627,439.0,2472,0.0
"Waco, TX",58503.79043155901,31803.290431559,41905.39043155901,41624.190431559015,25151.450431559,11727.650431559005,39341.150431559,15892.070431559,11928.110431559002,25745.030431559,-1054.889568440998,7956.350431559,-6378.009568441001,-3752.969568441,-6812.729568440998,230.79043155900214,5743.110431559002,-3598.969568441,6262.970431559002,8959.430431559002,5562.710431559,4123.030431559,24564.969568441,470.0,2174,0.0
"Waldorf, MD",48582.453261634015,20021.82576163401,33505.00326163402,30213.96576163401,23133.853261634013,-1047.0717383659867,13993.350761634014,6239.83826163401,3090.0882616340086,18485.040761634016,-10321.576738365984,-2591.914238365985,-18234.489238365983,-13961.266738365986,-16214.011738365984,-13465.096738365984,-4669.734238365985,-8069.664238365982,-2674.686738365985,535.8607616340087,-6579.489238365986,-7307.094238365987,36741.79673836599,310.0,2479,0.0
"Washington, DC",50777.097431648006,20071.347431648006,29327.62243164801,28521.672431648018,26001.222431648017,-3010.9825683519884,50992.41243164801,3386.7924316480053,12702.572431648012,12145.182431648012,-19061.52256835199,-3092.492568351983,-21802.782568351988,-18563.782568351988,-19364.92256835199,-17863.50256835199,-8660.197568351985,-13256.932568351986,-5865.262568351987,-3261.2325683519884,-6151.977568351984,-16090.922568351985,44443.802568351995,824.62857148,2478,171.16383162207026
"Wausau, WI",47118.530665422004,21741.522165422004,30824.692065422,28235.239065422003,20339.200665422,8252.695665422001,24715.447965422,12244.470165421999,7780.712265421999,24464.392965422,3601.3657654220005,8142.2314654219945,-5332.404934577997,-1115.2725345779982,-2654.2484345779994,540.5772654220018,6955.564965422,3987.948665422002,14509.703565422004,10820.629665422002,8023.776065421999,6224.081465422,22067.575334578,440.0,2384,0.0
"West Chester, PA",43404.83237768601,13545.465877685994,23226.421877686,19257.379777686,12404.281977686003,-6218.070922313997,20752.23327768601,3940.9384776860015,-3967.923022313997,10770.058677686,-11482.807922314,-4633.203422314,-19459.433522314,-14427.331022314,-17056.763822314,-14077.419422313998,-7140.337022313996,-11788.555922313997,-1555.1770223139974,-3211.879322314002,-5471.462522313999,-8888.196422313998,37343.992922314,450.0,2321,0.0
"West Hartford, CT",49992.124789155,19645.349789155007,27993.25478915501,25099.934789155,19891.849789155007,3640.249789155008,24258.86978915501,8786.299789155011,2625.974789155007,21367.949789155013,-7651.395210844991,2953.674789155011,-16027.755210844993,-9948.835210844994,-13782.605210844995,-10187.875210844992,-5495.605210844991,-12032.135210844996,4967.724789155007,2812.2997891550044,-6479.645210844991,-6302.645210844991,36067.275210844986,579.99999996,2483,0.0
"West Palm Beach, FL",41655.91447202501,16098.374472025005,25125.314472025,22044.314472025,11589.194472025005,-719.9855279749972,19564.694472025007,3476.414472025004,1920.3144720249984,15504.794472025002,-7143.245527974998,-960.3655279749984,-13281.245527975,-11262.525527974998,-11914.605527975,-9515.725527975,-3694.525527974998,-13009.325527974996,524.1944720250029,-1337.7455279749993,-5025.0855279749985,-6419.005527974998,32382.525527975,399.27272724,2555,0.0
"Wheeling, WV",32176.500236948003,18876.355236948002,23217.550236948,28513.555236948,15306.595236947996,6720.380236947995,18743.155236948,8758.915236948,7638.880236947995,16742.995236947998,-1784.0947630520022,3190.0002369479957,-6096.484763052002,-4031.7647630520037,-6225.844763052002,-4350.964763052,1351.330236947997,776.0152369479982,8632.915236948,8953.170236947997,6196.000236947995,2425.1402369479983,23275.324763052,496.66666664,2185,0.0
"White Plains, NY",44353.697448255996,9801.957148256006,14385.851148256013,9993.603948256015,658.7325482560117,-13084.745051743994,25340.627148256004,-5869.850051743989,-1349.9516517439915,8287.855848256004,-25468.805951743994,-15256.392551743991,-28422.242851743995,-22633.964551743993,-27244.466851743993,-24114.36355174399,-19909.10245174399,-21439.012651743997,-5987.585651743997,-12427.866551743997,-19166.88645174399,-18847.087551743996,48489.419351743985,504.95999996,2338,0.0
"Wichita Falls, TX",61896.037559432014,35195.537559431985,45297.637559432005,45016.437559432,28543.697559431992,15119.897559431996,42733.397559431985,19284.317559432,15320.357559431997,29137.277559431997,2337.3575594319955,11348.597559431992,-2985.762440568007,-360.7224405680063,-3420.4824405680047,3623.0375594319958,9135.357559431995,-206.72244056800628,9655.217559431996,12351.677559431997,8954.957559431994,7515.277559431994,21172.722440568006,194.37500004,2174,0.0
"Wichita, KS",40988.401289422014,21623.62728942201,28250.645289422013,30556.29228942201,19808.897289422013,5305.5172894220095,19875.41328942201,7172.30328942201,4732.901289422007,18038.270289422013,-1337.757210577991,7016.63628942201,-6845.597210577991,-2657.6197105779897,-5058.1972105779905,-1831.774710577993,3909.8112894220094,2851.4332894220092,6272.16828942201,8466.473289422007,6915.407289422008,4832.394289422009,23411.319710577987,463.46590908,2244,0.0
"Wilmington, DE",59167.52457141803,22990.082571418006,35636.76057141802,31224.308571417998,25237.754571417998,3461.9830714180102,31645.566571418007,9983.207571418008,2493.326571418009,22476.00257141801,-2725.0524285819956,1930.8990714180072,-10613.499428581992,-6050.2609285819935,-8586.555428581993,-7203.736428581993,1582.9600714180087,-2105.852928581993,6599.792571418009,6927.991071418008,-2708.562428581994,-3387.1259285819947,28645.683428581997,566.66666664,2390,0.0
"Wilmington, NC",53250.68925903,24714.83675903,36896.82675903,30365.329259029986,20269.084259029994,8242.781759029993,21241.75175902999,8092.916759029991,8212.954259029997,19887.874259029988,-2688.2682409700064,6036.8917590299925,-7932.135740970008,-4407.813240970005,-6109.980740970003,-2756.123240970006,3848.981759029993,-1062.2307409700045,7220.216759029998,7269.3867590299915,2027.654259029994,61.51425902999472,24327.39324097001,558.008,2165,0.0
"Winston-Salem, NC",53265.07360502501,24729.221105025008,36911.21110502502,30379.713605025,20283.468605025006,8257.166105025004,21256.136105025,8107.3011050250025,8227.338605025008,19902.258605025,-2673.883894974995,6051.276105025005,-7917.7513949749955,-4393.428894974993,-6095.596394974993,-2741.738894974995,3863.366105025005,-1047.846394974993,7234.601105025008,7283.771105025004,2042.0386050250052,75.89860502500595,24313.008894974995,479.0,2165,0.0
"Wylie, TX",70260.90083948303,43560.400839483,53662.500839483,53381.300839482996,36908.560839483,23484.760839483,51098.260839482995,27649.180839482997,23685.220839482998,37502.140839483,10702.220839483005,19713.460839483,5379.100839483001,8004.1408394830005,4944.380839483003,11987.900839483003,17500.220839483,8158.1408394830005,18020.080839483002,20716.540839483,17319.820839483,15880.140839483,12807.859160517,195.0,2174,0.0
"Youngstown, OH",49837.014435491015,27471.960435491004,38136.458135491004,36089.864335491,25417.168335491006,12030.835035491004,29626.622735491,18355.450835491007,9764.621135491003,25202.521935491004,1726.7030354910055,10104.507035491,-3450.4942645089977,589.8519354910022,-1299.514664508999,1971.5894354910013,8820.755935490999,3878.812335491002,14959.118735491009,12835.759035491006,10386.158235491002,5933.9874354910025,20692.306764508998,272.552,2332,0.0
"Yuba City, CA",54881.72544553099,27982.582445531,44678.62644553099,40589.249445530986,29219.182445531,11278.071445530995,46716.978445530985,14950.971445531006,16936.309445531002,34262.75444553101,4423.511445531003,9759.071445531003,-3069.268554469,1027.4114455310046,-3241.4685544689964,1666.6514455310025,4050.331445531003,-3881.5485544689977,14216.671445531003,10990.371445531,2643.2914455310056,2078.311445531006,24265.828554469,528.0,2121,0.0
